SPF,valid,size,inputs,outputs
"C(S(), C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 5, 4, 3, 2, 5, 4, 3, 2, 5]"
"R(Z(), C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), R(C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), Z())))))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))), P(2, 2))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 3, 3, 3, 3, 3, 3, 3, 3]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), R(C(S(), Z()), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 0, 4, 8, 12, 16, 20, 24, 28, 32]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 5, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))), R(Z(), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 3, 3, 3, 3, 3, 3, 3, 3]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 1, 3, 4, 5, 6, 7, 8, 9]"
"R(Z(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 1, 1, 0, 1, 2, 3, 4, 5]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
"C(S(), C(S(), C(S(), C(S(), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 4, 4, 5, 6, 7, 8, 9, 10, 11]"
"R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 3, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
"C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 3, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))), R(C(S(), Z()), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 0, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(R(Z(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), R(Z(), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 1, 1, 0, 1, 2, 3, 4, 5]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 3, 3, 3, 3, 3, 3, 3, 3]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 7, 12, 17, 22, 27, 32, 37, 42, 47]"
"R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 4, 8, 12, 16, 20, 24, 28, 32]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), R(Z(), C(S(), C(S(), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 6, 9, 12, 15, 18, 21, 24, 27, 30]"
"C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), R(Z(), P(2, 1)))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 2, 2, 2, 2, 2, 2, 2, 2]"
"R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 0, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 4, 1, 2, 3, 4, 5, 6, 7, 8]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 4, 3, 3, 3, 3, 3, 3, 3, 3]"
"R(Z(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 2)))), P(2, 1))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 2, 4, 6, 8, 10, 12, 14]"
"R(Z(), C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 5, 6, 7, 8, 9, 10, 11, 12]"
"R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 1)))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 0, 1, 2, 3, 4, 5, 6]"
"C(S(), R(Z(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 2, 1, 1, 1, 1, 1, 1, 1]"
"R(Z(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), C(R(Z(), P(2, 1)), P(2, 1))))",True,17,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 1, 0, 0, 1, 2, 3, 4, 5]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))), R(C(S(), C(S(), Z())), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 0, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), R(Z(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 4, 3, 4, 5, 6, 7, 8, 9]"
"C(R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))))), R(Z(), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 4, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]"
"C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 6, 2, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 6, 9, 12, 15, 18, 21, 24, 27, 30]"
"C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
"C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 4, 3, 4, 3, 4, 3, 4, 3, 4]"
"C(R(Z(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1))), R(Z(), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 2, 1, 0, 0, 0, 0, 0, 0]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), R(C(S(), Z()), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9, 6, 9, 12, 15, 18, 21, 24, 27, 30]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), Z())))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))), P(2, 2)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 7, 12, 17, 22, 27, 32, 37, 42]"
"C(R(C(S(), Z()), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 9, 14, 19, 24, 29, 34, 39, 44]"
"C(S(), C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 6, 5, 4, 3, 2, 6, 5, 4, 3]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), R(C(S(), C(S(), Z())), P(2, 1))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
"C(S(), R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(Z(), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 1, 3, 5, 7, 9, 11, 13, 15]"
"C(S(), C(R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1)))), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 2, 4, 5, 6, 7, 8, 9, 10]"
"C(R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1)))), R(C(S(), Z()), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 0, 3, 1, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), C(S(), C(S(), S())))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[15, 20, 25, 30, 35, 40, 45, 50, 55, 60]"
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), S())))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 12, 17, 22, 27, 32, 37, 42, 47, 52]"
"C(S(), R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), C(R(Z(), P(2, 1)), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 1, 1, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), S()))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 11, 15, 19, 23, 27, 31, 35, 39, 43]"
"C(S(), C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
"C(S(), R(Z(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 1, 1, 1, 2, 3, 4, 5, 6]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 0, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 2, 1, 1, 1, 1, 1, 1, 1]"
"R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 0, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 6, 4, 5, 6, 7, 8, 9, 10, 11]"
"C(S(), C(S(), C(S(), C(S(), R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 6, 6, 7, 8, 9, 10, 11, 12, 13]"
"C(S(), C(S(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), S()))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 4, 3, 5, 4, 3, 5, 4, 3, 5]"
"C(S(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 1, 3, 2, 1, 3, 2, 1, 3]"
"C(R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(Z(), P(2, 1)), P(2, 1))), R(Z(), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 0, 0, 1, 2, 3, 4, 5, 6]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), C(S(), C(S(), C(S(), Z())))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 1, 1, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(R(Z(), P(2, 1)), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 2, 1, 1, 3, 2, 1, 1, 3]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 4, 6, 8, 10, 12, 14, 16, 18]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 2, 0, 4, 2, 0, 4, 2, 0]"
"C(S(), C(S(), R(Z(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 4, 3, 2, 2, 2, 2, 2, 2, 2]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 6, 9, 12, 15, 18, 21, 24, 27, 30]"
"C(S(), R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 5, 9, 13, 17, 21, 25, 29, 33]"
"C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), P(2, 2))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 7, 10, 13, 16, 19, 22, 25, 28]"
"C(S(), C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 6, 7, 8, 9, 10, 11, 12, 13]"
"C(S(), C(S(), R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 6, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 6, 1, 2, 3, 4, 5, 6, 7, 8]"
"R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 6, 3, 4, 5, 6, 7, 8, 9, 10]"
"C(R(Z(), C(S(), C(S(), P(2, 1)))), R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 0, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 11, 17, 23, 29, 35, 41, 47, 53]"
"C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 1, 1, 2, 3, 4, 5, 6]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 2))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 1, 4, 1, 4, 1, 4, 1, 4]"
"C(R(C(S(), Z()), P(2, 1)), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 2, 5, 8, 11, 14, 17, 20, 23]"
"C(S(), C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 2))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 4, 3, 4, 3, 4, 3, 4, 3, 4]"
"R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 0, 0, 1, 2, 3, 4, 5, 6]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), C(S(), R(Z(), P(2, 1)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
"R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 3, 3, 4, 5, 6, 7, 8, 9]"
"C(R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2)))), R(C(S(), Z()), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 0, 3, 3, 3, 3, 3, 3, 3, 3]"
"R(Z(), C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 4, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), R(C(S(), Z()), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 2))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 1, 1, 1, 1, 1, 1, 1, 1]"
"C(S(), C(S(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), P(2, 1))), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(S(), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 4, 3, 4, 5, 6, 7, 8, 9]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 2, 2, 3, 4, 5, 6, 7]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), C(S(), C(S(), S()))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[11, 13, 15, 17, 19, 21, 23, 25, 27, 29]"
"C(S(), C(R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2))), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 4, 3, 2, 1, 4, 3, 2, 1]"
"C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), R(Z(), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 4, 4, 5, 6, 7, 8, 9, 10]"
"C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 0, 2, 3, 4, 5, 6, 7]"
"C(S(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 2))), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 3, 2, 1, 1, 1, 1, 1, 1]"
"C(S(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 1, 3, 4, 5, 6, 7, 8, 9]"
"C(R(Z(), C(R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))), P(2, 2))), S())",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 0, 1, 2, 0, 1, 2, 0, 1]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 4, 3, 4, 5, 6, 7, 8, 9]"
"R(Z(), C(S(), C(R(Z(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1))), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
"R(C(S(), Z()), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), P(2, 1)), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 5, 0, 1, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), C(S(), R(C(S(), Z()), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
"R(Z(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), P(2, 1))), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 3, 6, 9, 12, 15, 18, 21]"
"C(S(), C(S(), R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(Z(), P(2, 1)), P(2, 2)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 5, 4, 3, 2, 2, 2, 2, 2, 2]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
