,expr,arity,inputs,outputs,len_expr
425,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 3, 4, 3, 4, 5, 6, 5, 6]",128
575,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), P(3, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 2, 4, 5, 6, 7, 8, 9, 10]",128
594,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 3, 2, 1, 2, 3, 4, 3, 4, 5]",128
1080,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 1, 1, 3, 3, 5, 5, 7]",128
1097,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 0, 3, 2, 5, 4, 7, 6, 9]",128
1107,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 3, 2, 5, 4, 7, 6, 9]",128
1232,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 2, 0, 1, 3, 3, 5, 5, 7]",128
1239,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 2, 1, 1, 3, 3, 5, 5, 7]",128
1259,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 0, 1, 2, 3, 2, 3, 4, 5]",128
1281,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 3, 2, 3, 4, 5, 4, 5, 6]",128
1287,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 2, 0, 2, 2, 4, 4, 6, 6]",128
1288,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 1, 2, 3, 2, 3, 4, 5, 4]",128
1308,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 1, 2, 2, 3, 4, 5, 6, 7, 8]",128
1321,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 2, 1, 4, 3, 6, 5, 8, 7]",128
1325,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 2, 1, 4, 3, 6, 5, 8, 7]",128
1442,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 2)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 2, 1, 1, 3, 3, 5, 5, 7]",128
1458,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 2)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 1, 4, 3, 6, 5, 8, 7, 10]",128
1485,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), P(3, 2), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 2, 0, 2, 2, 4, 4, 6]",128
1524,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 3, 4, 4, 6, 6, 8, 8, 10]",128
1546,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 2)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 2, 1, 3, 3, 5, 5, 7]",128
1550,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 2, 2, 3, 1, 3, 3, 5, 5, 7]",128
1562,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 3)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 4, 5, 5, 7, 7, 9, 9, 11]",128
2127,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), P(3, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 3, 3, 4, 5, 6, 7, 8, 9]",128
2167,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 2, 3, 2, 3, 4, 5, 4]",128
2348,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 3), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 0, 2, 2, 4, 4, 6, 6]",128
2588,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(3, 1), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 1, 0, 3, 2, 5, 4, 7, 6]",128
2695,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 1), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 0, 1, 1, 3, 3, 5, 5, 7]",128
2711,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(3, 1), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 2, 1, 4, 3, 6, 5, 8]",128
2886,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), P(3, 2), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 1, 1, 1, 3, 3, 5, 5]",128
2911,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 3, 5, 5, 7, 7, 9, 9]",128
2937,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 3, 3, 2, 2, 2, 4, 4, 6, 6]",128
2951,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 3)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 3, 4, 6, 6, 8, 8, 10, 10]",128
3068,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), P(3, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 3, 4, 5, 6, 7, 8, 9, 10]",128
3081,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), P(3, 2)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 3, 2, 3, 4, 5, 4, 5]",128
3086,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), P(3, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 3, 2, 3, 4, 5, 4, 5, 6, 7]",128
274,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), R(P(1, 1), P(4, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 2, 3, 4, 1, 1, 3, 3]",129
2535,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), R(P(1, 1), P(4, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 2, 3, 0, 0, 2, 2, 4]",129
2558,"R(R(S(), P(3, 2), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 2, 2, 3, 3, 5, 5, 7]",129
2673,"R(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), R(P(1, 1), P(4, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 2, 3, 1, 1, 3, 3, 5]",131
83,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 3, 2, 0, 1, 2, 3, 4]",132
521,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 0, 0, 1, 2, 0, 1, 2, 3, 4]",132
539,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 0, 0, 0, 1, 1, 2, 2, 3, 3]",132
740,"R(P(2, 1), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 1, 1, 1, 1, 3, 3, 5]",132
1258,"R(C(S(), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 2, 2, 2, 2, 4, 4, 6]",132
1266,"R(C(S(), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 1, 1, 1, 2, 2, 4, 4, 6]",132
1282,"R(C(S(), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 1, 1, 2, 2, 1, 1, 2]",132
1289,"R(C(S(), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 1, 2, 2, 1, 1, 2, 2, 1]",132
2332,"R(C(S(), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 2, 2, 1, 1, 3, 3, 5, 5]",132
2359,"R(C(S(), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 2, 1, 1, 2, 2, 1, 1]",132
2365,"R(C(S(), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 1, 1, 2, 2, 1, 1, 2, 2]",132
2517,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 0, 0, 1, 1, 2, 2, 3]",132
2708,"R(C(S(), P(2, 2)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), Z(), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 1, 1, 1, 1, 3, 3, 5, 5]",132
2712,"R(C(S(), P(2, 2)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), Z()), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 2, 1, 1, 3, 3, 5, 5]",132
451,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), R(P(1, 1), P(4, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 2, 2, 3, 4, 5, 6, 7]",133
1435,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(1, 1), P(4, 1), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 0, 2, 1, 4, 3, 6, 5]",133
2547,"R(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 1, 2, 3, 1, 1, 3, 3]",133
2675,"R(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 1, 1, 2, 0, 0, 2, 2, 4]",133
2798,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(1, 1), P(4, 1), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 1, 0, 3, 2, 5, 4, 7]",133
2827,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(1, 1), P(4, 1), P(2, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 1, 1, 2, 3, 4, 5, 6]",133
3098,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), R(P(1, 1), P(4, 1), P(2, 1)), Z(), Z())",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[0, 0, 0, 1, 3, 4, 5, 6, 7, 8]",133
53,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 2)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 3, 0, 2, 2, 4, 4, 6, 6]",136
73,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 2)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 3, 2, 5, 4, 7, 6, 9, 8]",136
202,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 2, 1, 2, 2, 4, 4, 6, 6]",136
219,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 1, 1, 2, 3, 4, 3, 4, 5, 6]",136
447,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), P(3, 3)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 4, 5, 6, 7, 8, 9, 10, 11]",136
583,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), P(3, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 4, 5, 6, 7, 8, 9, 10]",136
599,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 3, 4, 3, 4, 5, 6, 5]",136
1084,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 1, 1, 1, 3, 3, 5, 5, 7]",136
1113,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 1, 3, 2, 5, 4, 7, 6, 9]",136
1245,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 3, 0, 1, 3, 3, 5, 5, 7]",136
1271,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 3)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 3, 2, 3, 4, 5, 4, 5]",136
1294,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 0, 2, 2, 4, 4, 6, 6]",136
1313,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 2, 3, 4, 5, 6, 7, 8]",136
1330,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 1)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 1, 2, 1, 4, 3, 6, 5, 8, 7]",136
1466,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(3, 2)), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 1, 4, 3, 6, 5, 8, 7, 10]",136
1553,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[1, 2, 2, 3, 1, 3, 3, 5, 5, 7]",136
2145,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), P(3, 1)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 2, 3, 3, 4, 5, 6, 7, 8, 9]",136
2174,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 2, 3, 4, 5, 4, 5, 6]",136
2942,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), P(3, 2)), C(S(), Z()), C(S(), Z()))",1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9]]","[2, 3, 3, 2, 2, 2, 4, 4, 6, 6]",136
