,expr,inputs,outputs,len,arity
2077,"C(R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), R(S(), P(3, 2), S())), Z()), R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(37, 13, 1, 13, 25, 49, 85, 133, 193, 265)",217,1.0
2078,"C(R(S(), C(S(), C(S(), P(3, 2))), P(1, 1)), C(R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), R(P(1, 1), P(3, 1), S()), Z())), R(R(S(), P(2, 1), Z()), R(S(), C(S(), P(3, 2)), C(S(), S())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 6, 12, 15, 21, 30, 40, 51, 63, 76)",217,1.0
2079,"R(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), R(P(1, 1), P(2, 1), C(S(), Z()))), R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 0, 0, 0, 0, 0, 0, 0, 0)",217,1.0
2080,"R(C(C(C(S(), S()), C(S(), S())), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S()))), C(S(), C(C(S(), S()), C(S(), P(3, 1)))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 1)))), Z(), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(10, 18, 21, 24, 27, 30, 33, 36, 39, 42)",217,1.0
2081,"C(R(R(S(), R(S(), P(3, 2), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(15, 33, 15, 33, 59, 93, 135, 185, 243, 309)",217,1.0
2082,"R(R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), Z()), C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 18, 18, 18, 30, 8, 18, 30, 44, 60)",217,1.0
2083,"C(R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z())), R(R(S(), R(P(1, 1), P(3, 1), S()), Z()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 2, 2, 11, 37, 92, 191, 352, 596)",217,1.0
2084,"R(R(C(S(), S()), C(S(), C(S(), P(3, 2))), C(C(S(), S()), C(S(), S()))), C(S(), C(C(S(), S()), C(S(), P(3, 3)))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2)), C(C(S(), S()), C(S(), Z())), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(14, 26, 44, 68, 104, 152, 224, 320, 464, 656)",217,1.0
2085,"R(R(S(), C(S(), C(S(), P(3, 2))), C(S(), S())), C(S(), C(C(S(), S()), C(S(), P(3, 3)))), C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 2)))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(15, 30, 64, 94, 162, 222, 358, 478, 750, 990)",217,1.0
2086,"R(R(S(), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z()))), R(C(C(S(), S()), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(C(S(), S()), C(S(), S()))), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 10, 17, 23, 28, 32, 35, 37, 38, 38)",217,1.0
2087,"R(C(C(S(), R(S(), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 3), P(4, 3), P(4, 4), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), Z(), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",218,1.0
2088,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 1))), P(4, 4), P(4, 3), P(4, 2), C(S(), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(11, 13, 11, 13, 11, 13, 11, 13, 11, 13)",218,1.0
2089,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), P(3, 2)), P(4, 1), P(4, 1), P(4, 3), C(C(S(), S()), C(S(), Z())), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(15, 1, 3, 5, 7, 9, 11, 13, 15, 17)",218,1.0
2090,"R(R(S(), C(S(), R(S(), P(3, 2), S())), C(S(), C(S(), Z()))), R(P(1, 1), C(C(S(), S()), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z())), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(21, 12, 12, 21, 39, 66, 102, 147, 201, 264)",218,1.0
2091,"R(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 3)))), P(4, 2), P(4, 1), P(4, 1), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(12, 8, 10, 12, 14, 16, 18, 20, 22, 24)",218,1.0
2092,"R(C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 1)))), P(4, 3), P(4, 2), P(4, 2), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(21, 19, 21, 19, 21, 19, 21, 19, 21, 19)",218,1.0
2093,"R(P(3, 3), P(4, 2), P(4, 3), P(4, 2), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 6, 6, 6, 6, 6, 6, 6, 6, 6)",218,1.0
2094,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), P(3, 2)), P(4, 2), C(C(S(), P(3, 1)), P(4, 2), P(4, 4), Z()), P(4, 4), Z(), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(17, 3, 3, 3, 3, 3, 3, 3, 3, 3)",218,1.0
2095,"R(R(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), R(P(1, 1), P(3, 1), S())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 6, 15, 28, 45, 66)",218,1.0
2096,"R(C(S(), C(C(S(), S()), C(S(), P(3, 1)))), P(4, 2), P(4, 1), P(4, 4), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(10, 10, 10, 10, 10, 10, 10, 10, 10, 10)",218,1.0
2097,"R(P(3, 3), P(4, 3), P(4, 4), P(4, 2), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(9, 6, 5, 9, 6, 5, 9, 6, 5, 9)",218,1.0
2098,"R(C(C(S(), S()), R(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z())), R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(S(), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 3, 3, 3, 3, 3, 3, 4, 6)",218,1.0
2099,"R(C(S(), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 1), P(4, 2), P(4, 4), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(12, 9, 4, 5, 6, 7, 8, 9, 10, 11)",218,1.0
2100,"R(C(C(C(S(), S()), C(S(), S())), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z())), C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(10, 17, 6, 7, 7, 9, 11, 13, 15, 17)",218,1.0
2101,"R(R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), Z()), R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 0, 0, 0, 0, 0, 0, 0)",218,1.0
2102,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 2)))), P(4, 3), P(4, 2), P(4, 3), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(13, 21, 13, 21, 13, 21, 13, 21, 13, 21)",218,1.0
2103,"C(C(C(C(S(), S()), C(S(), S())), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S()))), R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(C(S(), S()), C(S(), Z()))), R(S(), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(12, 11, 13, 13, 14, 15, 16, 17, 18, 19)",218,1.0
2104,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 1)))), P(4, 4), P(4, 1), P(4, 4), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(17, 13, 13, 13, 13, 13, 13, 13, 13, 13)",218,1.0
2105,"R(C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 3)))), P(4, 4), P(4, 4), P(4, 3), C(S(), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 14, 8, 14, 8, 14, 8, 14, 8, 14)",218,1.0
2106,"R(C(S(), C(S(), P(3, 2))), P(4, 2), P(4, 4), P(4, 2), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 7, 10, 10, 10, 10, 10, 10, 10, 10)",218,1.0
2107,"R(C(S(), C(S(), P(3, 3))), P(4, 4), P(4, 1), P(4, 3), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 5, 2, 3, 4, 5, 6, 7, 8, 9)",218,1.0
2108,"R(C(S(), P(3, 1)), P(4, 3), P(4, 1), C(R(C(S(), S()), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 1)), Z(), C(S(), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 5, 1, 2, 3, 4, 5, 6, 7, 8)",218,1.0
2109,"R(C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), R(P(1, 1), P(3, 1), S()), Z())), C(R(S(), P(2, 1), C(S(), Z())), R(P(1, 1), P(3, 1), S())), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 7, 4, 2, 4, 2, 3, 4, 5, 6)",218,1.0
2110,"R(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(C(S(), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(C(S(), S()), C(S(), S()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 14, 20, 25, 29, 32, 34, 35, 35, 34)",218,1.0
2111,"R(C(C(C(S(), S()), R(S(), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 4), P(4, 4), P(4, 2), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 6, 3, 6, 3, 6, 3, 6, 3, 6)",218,1.0
2112,"R(C(R(S(), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 1), P(4, 4), P(4, 2), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 5, 2, 2, 1, 2, 3, 4, 5, 6)",218,1.0
2113,"R(R(C(S(), C(S(), S())), R(S(), C(S(), P(3, 2)), S()), C(C(S(), S()), C(S(), Z()))), R(C(C(S(), S()), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(6, 20, 20, 20, 20, 20, 20, 20, 20, 20)",219,1.0
2114,"R(R(C(S(), S()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 3, 3, 3, 2, 3, 4, 6, 9, 13)",219,1.0
2115,"R(C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), P(4, 4), P(4, 4), P(4, 2), Z(), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 0, 1, 0, 1, 0, 1, 0, 1)",219,1.0
2116,"R(R(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), R(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(C(S(), S()), C(S(), S()))), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 21, 66, 120, 171, 210, 231, 231, 210, 171)",219,1.0
2117,"R(R(S(), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), C(S(), S()))), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 1)))), C(S(), C(S(), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 12, 15, 17, 19, 21, 23, 25, 27, 29)",219,1.0
2118,"R(R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), C(S(), P(3, 2))), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), P(3, 1), C(S(), C(C(S(), S()), C(S(), P(3, 3)))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(21, 5, 17, 29, 41, 53, 65, 77, 89, 101)",219,1.0
2119,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(2, 1))), R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), P(2, 1), C(C(S(), S()), C(S(), Z()))), R(C(S(), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(16, 4, 8, 12, 16, 20, 24, 28, 32, 36)",219,1.0
2120,"R(R(S(), C(S(), P(3, 2)), R(P(1, 1), R(S(), P(3, 2), S()), Z())), C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 3)))), C(C(S(), S()), C(C(S(), S()), C(S(), P(3, 3)))), C(S(), C(S(), Z())), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 22, 42, 62, 82, 102, 122, 142, 162, 182)",219,1.0
2121,"C(R(P(1, 1), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(S(), S()), C(S(), Z()))), C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), R(P(1, 1), P(3, 1), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 3, 1, 0, 3, 1, 0, 1, 2, 4)",219,1.0
2122,"R(R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(S(), R(S(), P(3, 2), S())), Z()), R(C(S(), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), S())), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(36, 66, 90, 108, 120, 126, 126, 120, 108, 90)",219,1.0
2123,"R(R(R(S(), P(2, 1), Z()), R(S(), C(S(), P(3, 2)), P(1, 1)), Z()), C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(28, 120, 1, 1, 6, 15, 28, 45, 66, 91)",219,1.0
2124,"R(C(C(C(S(), S()), C(S(), S())), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z())), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(7, 7, 6, 6, 7, 6, 6, 7, 6, 7)",219,1.0
2125,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(9, 11, 5, 7, 3, 5, 7, 9, 11, 13)",219,1.0
2126,"R(R(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S()), C(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(S(), P(3, 2)), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 8, 2, 7, 2, 6, 3, 5, 4, 4)",219,1.0
2127,"R(C(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), R(P(1, 1), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), S())), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 12, 14, 14, 12, 8, 2, 1, 1, 1)",219,1.0
2128,"R(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2))), S()), C(C(S(), S()), C(S(), P(3, 3))), C(R(P(1, 1), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(S(), Z()), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(14, 34, 22, 22, 24, 32, 40, 48, 56, 64)",219,1.0
2129,"C(R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(S(), P(2, 1), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(27, 17, 39, 69, 107, 153, 207, 269, 339, 417)",219,1.0
2130,"R(R(R(P(1, 1), P(2, 1), Z()), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), Z()), C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(29, 98, 3, 3, 14, 29, 48, 71, 98, 129)",219,1.0
2131,"R(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), Z())), P(2, 1), C(R(R(S(), P(2, 1), Z()), P(2, 1), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 4, 4, 2, 2, 4, 6, 8, 10, 12)",219,1.0
2132,"C(R(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(2, 1))), C(S(), Z())), R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 4, 6, 4, 6, 9, 13, 18, 24)",219,1.0
2133,"R(R(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(P(1, 1), P(3, 1), S())), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 21, 3, 3, 10, 21, 36, 55, 78, 105)",220,1.0
2134,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), R(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(32, 40, 16, 16, 24, 32, 40, 48, 56, 64)",220,1.0
