,expr,inputs,outputs,len,arity
350,"R(P(2, 1), P(3, 3), C(R(C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), P(3, 2), P(3, 1), Z(), Z()), P(3, 1)), C(R(S(), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), Z()), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 0, 0, 0, 1, 2, 3, 4, 5)",164,1.0
351,"R(R(P(3, 2), P(4, 4), P(4, 2), P(4, 2), Z(), C(C(C(S(), S()), P(2, 1)), Z(), Z()), C(C(C(S(), S()), P(2, 1)), Z(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 2, 0, 2, 0, 2, 0, 2, 0)",164,1.0
352,"R(C(S(), C(S(), P(2, 1))), P(3, 3), P(3, 2), Z(), C(C(S(), P(2, 1)), C(R(P(2, 1), P(3, 1), P(3, 1), Z(), Z()), Z()), C(R(P(2, 1), P(3, 1), P(3, 1), Z(), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 2, 3, 2, 3, 2, 3, 2, 3)",165,1.0
353,"C(S(), R(C(S(), C(C(C(C(S(), S()), C(S(), S())), C(S(), S())), C(R(C(C(S(), S()), C(S(), S())), P(2, 2), Z()), P(3, 2)))), P(4, 4), P(4, 1), P(4, 3), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(12, 12, 12, 12, 12, 12, 12, 12, 12, 12)",165,1.0
354,"R(C(R(P(2, 1), P(3, 1), P(3, 3), Z(), Z()), P(2, 1)), C(C(S(), P(3, 3)), P(3, 1), P(3, 2), C(S(), P(3, 3))), C(C(S(), P(3, 3)), P(3, 2), P(3, 2), P(3, 2)), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 2, 4, 5, 7, 8, 10, 11, 13)",165,1.0
355,"R(R(P(2, 1), P(3, 3), P(3, 1), C(P(1, 1), Z()), C(C(S(), S()), Z())), P(2, 1), C(R(P(2, 1), C(C(S(), S()), P(3, 1)), P(3, 1), C(P(1, 1), Z()), C(P(1, 1), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 2, 0, 1, 2, 3, 4, 5, 6)",166,1.0
356,"R(C(C(C(S(), P(3, 1)), S(), C(P(3, 2), S(), Z(), P(1, 1)), S()), P(2, 2)), P(3, 3), C(C(C(S(), P(3, 1)), S(), C(P(3, 2), S(), Z(), P(1, 1)), S()), P(3, 2)), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 4, 4, 6, 6, 8, 8, 10, 10, 12)",166,1.0
357,"R(R(P(3, 1), C(C(S(), S()), P(4, 1)), P(4, 2), C(C(P(3, 1), Z(), P(3, 3), P(3, 1)), P(4, 2), P(4, 3), P(4, 4)), Z(), Z(), Z()), P(2, 1), C(R(S(), P(2, 1), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 0, 2, 3, 4, 5, 6, 7, 8, 9)",166,1.0
358,"R(R(P(3, 1), C(S(), P(4, 4)), C(S(), C(S(), P(4, 4))), C(S(), C(S(), P(4, 4))), Z(), Z(), Z()), C(R(P(3, 1), P(4, 1), P(4, 3), P(4, 3), Z(), Z(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 1, 3, 5, 7, 9, 11, 13)",166,1.0
359,"C(R(P(3, 2), C(R(S(), P(2, 2), Z()), C(S(), P(4, 2))), C(S(), P(4, 2)), P(4, 1), Z(), Z(), Z()), R(R(P(3, 2), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 1, 2, 2, 2, 2, 2)",167,1.0
360,"R(S(), C(R(P(3, 2), P(4, 4), P(4, 4), C(C(S(), R(S(), P(2, 2), Z())), P(4, 3)), Z(), Z(), Z()), C(R(P(3, 1), P(4, 1), P(4, 1), P(4, 3), Z(), Z(), Z()), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 3, 3, 3, 3, 3, 3)",167,1.0
361,"R(C(C(R(P(3, 2), P(4, 1), C(S(), P(4, 2)), C(P(2, 1), Z(), P(4, 3)), Z(), Z(), Z()), P(2, 2)), Z(), P(3, 3)), P(4, 3), C(S(), P(4, 2)), C(S(), P(4, 2)), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 1, 1, 2, 2, 3, 3, 4)",167,1.0
362,"R(S(), C(R(R(P(3, 2), P(4, 2), P(4, 4), P(4, 1), Z(), Z(), Z()), P(2, 1), Z()), P(2, 1)), C(C(S(), R(P(2, 1), P(3, 1), P(3, 2), Z(), Z())), C(P(3, 2), Z(), Z(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 1, 1, 1, 2, 3, 4, 5, 6)",167,1.0
363,"R(C(C(S(), R(S(), P(2, 1), Z())), P(3, 1)), P(4, 4), P(4, 2), P(4, 2), C(C(S(), R(S(), P(2, 1), Z())), Z()), C(C(S(), R(S(), P(2, 1), Z())), Z()), C(P(2, 1), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 2, 3, 2, 3, 2, 3, 2, 3, 2)",168,1.0
364,"R(C(S(), C(S(), P(2, 2))), P(3, 1), C(R(P(3, 3), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), C(R(P(3, 3), P(4, 1), P(4, 2), P(4, 2), Z(), Z(), Z()), P(3, 2))), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 2, 2, 2, 2, 2, 3, 4, 5)",168,1.0
365,"R(P(2, 2), C(C(S(), P(3, 3)), C(R(P(1, 1), P(2, 2), Z()), P(3, 1)), P(3, 1), C(S(), P(3, 3))), C(C(C(S(), P(3, 3)), P(2, 1), P(2, 2), P(2, 1)), P(3, 2), Z()), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 3, 4, 6, 7, 9, 10, 12, 13)",168,1.0
366,"C(C(S(), R(P(3, 2), P(4, 1), P(4, 4), C(S(), P(4, 2)), Z(), Z(), Z())), R(P(2, 1), P(3, 3), C(R(P(3, 1), P(4, 1), P(4, 3), P(4, 2), Z(), Z(), Z()), P(3, 1)), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 2, 2, 3, 4, 5)",168,1.0
367,"R(C(S(), P(2, 2)), C(C(P(2, 1), Z(), C(S(), P(2, 2))), Z(), P(3, 1)), C(C(S(), P(2, 1)), P(3, 2), P(3, 1)), C(R(C(S(), P(2, 2)), P(3, 1), P(3, 2), Z(), Z()), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 3, 2, 2, 2, 2, 2, 2, 2, 2)",168,1.0
368,"R(C(S(), P(2, 2)), P(3, 3), C(R(P(3, 1), P(4, 3), P(4, 4), C(S(), C(S(), P(4, 2))), Z(), Z(), Z()), P(3, 1)), C(C(S(), P(2, 2)), Z(), Z()), C(C(S(), P(2, 2)), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 1, 1, 3, 3, 3, 5, 5, 5)",169,1.0
369,"R(R(S(), C(C(S(), S()), P(2, 1)), Z()), C(R(C(C(S(), S()), P(2, 1)), C(R(S(), C(C(S(), S()), P(2, 1)), Z()), P(3, 1)), P(3, 3), Z(), Z()), C(C(S(), S()), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 7, 8, 9, 10, 11, 12, 13, 14, 15)",169,1.0
370,"C(R(P(3, 2), P(4, 3), P(4, 4), C(C(S(), S()), P(4, 2)), Z(), Z(), C(P(1, 1), Z())), R(P(3, 2), C(C(S(), S()), P(4, 2)), C(C(S(), S()), P(4, 2)), P(4, 2), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 2, 4, 6, 6, 8, 10, 10, 12)",169,1.0
371,"C(C(S(), P(3, 1)), R(S(), C(C(S(), P(2, 1)), Z(), P(2, 2)), Z()), R(P(2, 1), P(3, 1), P(3, 2), Z(), Z()), R(C(C(S(), P(2, 1)), Z(), P(2, 2)), P(3, 2), P(3, 2), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 3, 3, 3, 3, 3, 3, 3, 3)",170,1.0
372,"R(C(S(), P(2, 2)), P(3, 2), C(C(S(), P(2, 2)), C(P(2, 2), P(3, 1), Z()), C(C(C(S(), S()), R(S(), P(2, 2), Z())), Z())), C(C(C(S(), S()), R(S(), P(2, 2), Z())), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 5, 5, 5, 5, 5, 5, 5, 5, 5)",170,1.0
373,"R(R(P(2, 1), P(3, 3), P(3, 2), C(S(), Z()), Z()), C(R(P(3, 1), P(4, 3), P(4, 1), P(4, 4), Z(), Z(), Z()), P(2, 1)), C(R(P(2, 1), P(3, 3), P(3, 2), C(S(), Z()), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 1, 0, 1, 0, 1, 0, 1)",171,1.0
374,"R(C(S(), P(2, 2)), P(3, 3), C(R(C(S(), P(2, 2)), P(3, 3), P(3, 1), Z(), Z()), C(R(R(P(3, 2), P(4, 1), P(4, 4), P(4, 1), Z(), Z(), Z()), P(2, 1), Z()), P(3, 1))), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 2, 2, 2, 2, 3, 4, 5, 6)",171,1.0
375,"R(C(S(), P(2, 1)), C(C(C(S(), P(3, 3)), C(S(), P(2, 1)), P(2, 2), C(S(), P(2, 1))), C(S(), P(3, 3)), P(3, 1)), P(3, 1), Z(), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 4, 4, 5, 6, 7, 8, 9, 10, 11)",172,1.0
376,"R(P(2, 2), C(C(S(), P(3, 3)), P(3, 3), P(3, 2), C(S(), P(3, 3))), C(C(S(), P(3, 3)), P(3, 3), P(3, 2), C(S(), P(3, 3))), Z(), C(R(P(2, 2), P(3, 1), P(3, 1), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 4, 6, 8, 10, 12, 14, 16, 18)",173,1.0
377,"R(C(C(S(), C(S(), P(3, 1))), P(2, 2), P(2, 2), C(R(P(3, 2), P(4, 4), P(4, 1), P(4, 4), Z(), Z(), Z()), P(2, 1))), C(S(), C(S(), P(3, 1))), C(S(), C(S(), P(3, 1))), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 4, 5, 6, 7, 8, 9, 10, 11, 12)",173,1.0
378,"R(R(P(2, 1), C(R(S(), P(2, 2), Z()), P(3, 2)), C(R(S(), P(2, 2), Z()), P(3, 2)), Z(), Z()), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(2, 1)), C(R(S(), P(2, 1), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 0, 0, 1, 1, 1, 1, 1, 1)",173,1.0
379,"R(R(C(S(), R(C(S(), R(S(), P(2, 1), Z())), P(2, 1), Z())), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(2, 1)), Z()), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 3, 3, 3, 3, 3, 3, 3, 4)",173,1.0
380,"R(P(3, 1), P(4, 3), P(4, 4), C(S(), P(4, 2)), C(R(P(3, 1), P(4, 1), P(4, 3), P(4, 1), Z(), Z(), Z()), Z()), Z(), C(R(P(3, 1), P(4, 1), P(4, 3), P(4, 1), Z(), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 1, 1, 1, 2, 2, 2, 3)",174,1.0
381,"R(C(S(), R(C(C(S(), S()), P(3, 1)), C(S(), C(R(P(3, 1), C(S(), P(4, 4)), P(4, 2), P(4, 1), Z(), Z(), Z()), P(4, 4))), P(4, 1), C(S(), P(4, 4)), Z(), Z(), Z())), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 4, 5, 5, 6, 7, 8, 9, 10)",174,1.0
382,"R(C(S(), P(3, 3)), C(S(), P(4, 3)), P(4, 2), P(4, 2), C(P(1, 1), Z()), Z(), C(C(S(), P(2, 1)), C(P(1, 1), Z()), C(R(P(3, 2), P(4, 2), P(4, 1), P(4, 3), Z(), Z(), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 2, 2, 3, 3, 4, 4, 5, 5)",174,1.0
383,"R(R(P(3, 2), P(4, 3), P(4, 1), P(4, 3), Z(), C(S(), Z()), Z()), C(C(R(P(3, 1), P(4, 4), P(4, 1), P(4, 1), C(S(), Z()), C(S(), Z()), Z()), P(2, 2)), C(S(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 1, 1, 0, 1, 2, 3, 4, 5)",175,1.0
384,"C(R(P(3, 1), C(S(), P(4, 3)), P(4, 4), C(S(), P(4, 3)), Z(), Z(), Z()), R(R(R(P(3, 1), C(S(), P(4, 3)), P(4, 4), C(S(), P(4, 3)), Z(), Z(), Z()), P(2, 1), Z()), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 1, 1, 1, 1, 2, 2, 2)",175,1.0
385,"C(R(P(2, 2), C(P(3, 3), P(3, 1), P(3, 2), Z()), C(C(S(), P(2, 2)), C(P(3, 3), P(3, 1), P(3, 2), Z()), P(3, 2)), Z(), Z()), R(P(3, 2), P(4, 1), P(4, 2), P(4, 4), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 1, 1, 1, 1, 1, 1, 1)",176,1.0
386,"R(P(3, 2), C(R(S(), P(2, 2), Z()), C(P(3, 2), P(4, 3), Z(), P(4, 3))), P(4, 4), C(C(S(), S()), C(R(P(3, 1), P(4, 1), P(4, 4), P(4, 4), Z(), Z(), Z()), P(4, 2))), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 2, 2, 2, 2, 2, 2, 2, 2)",176,1.0
387,"R(P(3, 3), P(4, 4), P(4, 2), P(4, 3), C(R(P(3, 1), P(4, 1), P(4, 1), P(4, 4), Z(), Z(), Z()), C(P(2, 2), C(S(), Z()), C(P(2, 2), Z(), Z()))), C(P(2, 2), Z(), Z()), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 0, 1, 0, 0, 1, 0, 0, 1)",176,1.0
388,"R(C(C(S(), P(3, 1)), P(2, 2), P(2, 1), P(2, 2)), C(C(S(), P(3, 1)), C(C(S(), P(3, 1)), C(S(), P(3, 1)), P(3, 2), C(S(), P(3, 1))), C(S(), P(3, 1)), P(3, 3)), P(3, 2), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 4, 5, 6, 7, 8, 9, 10, 11)",176,1.0
389,"C(C(R(P(3, 3), P(4, 2), P(4, 2), P(4, 1), C(S(), Z()), Z(), C(S(), Z())), P(2, 1)), R(R(R(P(3, 3), P(4, 4), P(4, 1), P(4, 3), Z(), Z(), Z()), P(2, 1), Z()), P(2, 1), Z()), S())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 0, 1, 2, 3, 4)",176,1.0
390,"C(R(P(2, 2), P(3, 2), C(S(), C(S(), P(3, 3))), Z(), Z()), R(C(S(), P(3, 2)), P(4, 1), P(4, 2), C(R(P(3, 3), P(4, 2), P(4, 4), P(4, 4), Z(), Z(), Z()), P(4, 1)), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 2, 4, 6, 8, 10, 12, 14, 16)",176,1.0
391,"C(C(R(P(3, 1), P(4, 3), C(C(S(), P(2, 1)), P(4, 2), Z()), C(P(3, 3), P(4, 2), P(4, 4), Z()), Z(), Z(), Z()), P(2, 1)), R(P(3, 3), P(4, 1), P(4, 3), P(4, 2), Z(), Z(), Z()), S())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 1, 1, 2, 2, 3, 3)",177,1.0
392,"R(C(C(S(), P(2, 1)), C(S(), P(2, 1)), P(2, 2)), C(R(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), C(R(P(2, 1), P(3, 1), P(3, 2), Z(), Z()), P(3, 3))), P(3, 1), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 3, 3, 3, 3, 3, 4, 5, 6)",177,1.0
393,"R(C(S(), P(3, 2)), C(C(R(C(S(), P(3, 2)), P(4, 2), P(4, 4), P(4, 1), Z(), Z(), Z()), P(2, 1)), P(4, 2), P(4, 4)), P(4, 4), P(4, 2), C(C(S(), S()), Z()), Z(), C(C(S(), S()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 3, 3, 2, 2, 2, 2, 2, 2, 2)",178,1.0
394,"R(P(3, 2), C(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), P(4, 4)), P(4, 2), P(4, 2), C(P(2, 1), Z(), Z()), C(S(), C(R(S(), P(2, 1), Z()), C(P(2, 1), Z(), Z()))), C(P(2, 1), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 0, 1, 1, 1, 1, 1, 1, 1, 1)",178,1.0
395,"R(P(3, 2), P(4, 3), P(4, 4), C(S(), P(4, 2)), C(S(), Z()), C(S(), Z()), C(C(R(R(P(2, 2), P(3, 1), P(3, 1), Z(), Z()), P(2, 1), Z()), R(P(2, 2), P(3, 1), P(3, 1), Z(), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 2, 2, 1, 3, 3, 2, 4, 4)",179,1.0
396,"C(S(), R(P(3, 2), C(C(P(2, 2), P(3, 3), Z()), P(4, 1), Z(), P(4, 4)), C(R(C(S(), P(2, 2)), P(3, 1), C(C(S(), P(2, 2)), P(3, 1), Z()), Z(), Z()), P(4, 4)), P(4, 1), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 2, 3, 3, 3, 3, 3, 3, 3)",179,1.0
397,"R(P(3, 3), C(C(S(), P(3, 2)), C(R(P(1, 1), P(2, 2), Z()), P(4, 4)), P(4, 4), P(4, 4)), C(C(C(S(), P(3, 2)), Z(), P(3, 1), Z()), P(4, 2), P(4, 1), P(4, 4)), P(4, 3), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 2, 2, 3, 4, 4, 5, 6)",179,1.0
398,"R(R(R(R(P(2, 2), C(C(S(), R(S(), P(2, 2), Z())), P(3, 1)), P(3, 2), Z(), Z()), P(2, 1), Z()), P(2, 1), Z()), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 1), Z(), Z(), Z()), P(2, 1)), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 0, 0, 0, 0, 2, 2)",179,1.0
399,"R(P(3, 1), P(4, 3), C(C(S(), P(2, 1)), C(C(S(), P(2, 1)), C(R(R(P(3, 1), P(4, 1), P(4, 4), P(4, 1), Z(), Z(), Z()), P(2, 1), Z()), P(4, 1)), Z()), P(4, 2)), P(4, 3), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 2, 2, 2, 3, 4, 5, 6, 7)",180,1.0
400,"R(R(P(2, 2), P(3, 3), P(3, 1), C(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), Z()), C(R(R(S(), P(2, 1), Z()), P(2, 2), Z()), Z())), P(2, 1), C(R(R(S(), P(2, 1), Z()), P(2, 2), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 0, 1, 2, 3, 4, 5, 6, 7)",181,1.0
401,"R(R(C(S(), P(3, 2)), P(4, 2), P(4, 2), P(4, 4), C(R(S(), P(2, 2), Z()), Z()), C(P(3, 1), Z(), C(R(S(), P(2, 2), Z()), Z()), Z()), C(S(), Z())), P(2, 1), C(R(S(), P(2, 2), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 2, 2, 2, 2, 2, 2, 2, 2)",182,1.0
402,"C(C(C(C(S(), S()), P(3, 2)), P(2, 2), P(2, 2), P(2, 2)), R(P(2, 2), P(3, 2), P(3, 1), Z(), Z()), R(C(C(C(S(), S()), P(3, 2)), P(2, 2), P(2, 2), P(2, 2)), P(3, 3), P(3, 1), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 5, 6, 7, 8, 9, 10, 11, 12)",182,1.0
403,"R(C(R(R(P(2, 1), P(3, 3), C(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), P(3, 1)), Z(), Z()), P(2, 1), Z()), P(2, 1)), C(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), P(3, 1)), P(3, 2), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 0, 1, 1, 1, 2, 3)",182,1.0
404,"R(P(2, 2), C(S(), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z())), C(C(S(), P(3, 2)), C(P(3, 2), P(3, 1), Z(), P(3, 3)), C(S(), P(3, 2)), Z()), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 2, 5, 8, 11, 14, 17, 20, 23, 26)",182,1.0
405,"R(R(R(C(S(), R(P(2, 1), P(3, 1), P(3, 3), Z(), Z())), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(2, 1)), Z()), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), P(2, 1)), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 1, 1, 1, 1, 2)",183,1.0
406,"R(C(C(S(), P(2, 1)), C(S(), C(S(), P(2, 1))), C(P(2, 1), Z(), P(2, 1))), P(3, 3), C(C(C(S(), P(2, 1)), C(S(), C(S(), P(2, 1))), C(P(2, 1), Z(), P(2, 1))), P(3, 2), P(3, 1)), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 6, 6, 9, 9, 12, 12, 15, 15)",183,1.0
407,"R(P(2, 1), C(C(R(R(S(), P(2, 1), Z()), P(2, 1), Z()), R(R(R(P(3, 3), P(4, 3), P(4, 1), P(4, 2), Z(), Z(), Z()), P(2, 1), Z()), P(2, 1), Z())), P(3, 1)), P(3, 2), C(P(1, 1), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 1, 1, 1, 1, 1, 1, 2)",183,1.0
408,"R(C(C(S(), P(3, 3)), P(3, 3), P(3, 2), C(S(), P(3, 3))), P(4, 4), P(4, 2), P(4, 2), C(R(P(2, 2), P(3, 1), P(3, 1), Z(), Z()), Z()), Z(), C(R(P(2, 2), P(3, 1), P(3, 1), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",184,1.0
409,"R(P(3, 2), P(4, 1), C(R(C(S(), S()), P(2, 1), Z()), P(4, 4)), C(R(C(S(), S()), P(2, 1), Z()), P(4, 4)), C(R(C(S(), S()), P(2, 2), Z()), Z()), Z(), C(R(C(S(), S()), P(2, 2), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 3, 4, 5, 6, 7, 8, 9, 10, 11)",184,1.0
410,"C(R(P(2, 1), P(3, 3), C(P(3, 2), P(3, 1), Z(), P(3, 1)), C(R(P(1, 1), P(2, 1), Z()), Z()), C(C(S(), S()), C(R(P(1, 1), P(2, 1), Z()), Z()))), R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 2, 0, 0, 0, 0, 0, 0)",184,1.0
411,"C(R(P(2, 1), P(3, 1), C(C(R(P(2, 2), P(3, 1), P(3, 1), Z(), Z()), P(3, 3)), P(3, 2), P(3, 1), P(3, 2)), C(S(), Z()), Z()), R(P(3, 2), P(4, 4), P(4, 4), C(S(), P(4, 2)), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 0, 0, 1, 1, 2, 2, 3, 3)",184,1.0
412,"R(P(3, 2), P(4, 4), P(4, 2), P(4, 2), C(R(S(), P(2, 1), Z()), Z()), C(R(S(), P(2, 1), C(R(S(), P(2, 1), Z()), Z())), Z()), C(R(P(3, 3), P(4, 4), P(4, 2), P(4, 1), Z(), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 0, 1, 0, 1, 0, 1, 0, 1)",184,1.0
413,"R(C(S(), P(2, 1)), C(R(P(2, 1), C(S(), P(3, 3)), C(C(S(), P(2, 1)), C(P(2, 1), Z(), P(3, 3)), C(P(2, 1), Z(), P(3, 3))), Z(), Z()), C(C(S(), P(2, 1)), P(3, 1), Z())), P(3, 3), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 2, 3, 3, 3, 3, 3, 3, 3, 3)",185,1.0
